Year,Geo_Lvl,Geo_Cd,Geo_Desc,Plan_Type,Tot_Opioid_Clms,Tot_Clms,Opioid_Prscrbng_Rate,Opioid_Prscrbng_Rate_5Y_Chg,Opioid_Prscrbng_Rate_1Y_Chg,LA_Tot_Opioid_Clms,LA_Opioid_Prscrbng_Rate,LA_Opioid_Prscrbng_Rate_5Y_Chg,LA_Opioid_Prscrbng_Rate_1Y_Chg,ds,y,Raw_Opioid_Ratio,LA_Lag_1,LA_Lag_2,LA_Lag_3,LA_Rolling_Mean_3Y,Growth,Year_Num
2022,0,16,Alaska:Nome,0,812.0,89533.0,0.91,-2.89,-1.8,13.0,4.4,-0.44,0.0,2022-01-01,4.4,0.009069281717355613,5.36,5.63,5.78,4.4,-69.4019471488178,2022
2022,0,17,Alaska:North Slope,0,669.0,55870.0,1.2,-2.89,-4.15,33.0,4.93,-0.44,1.23,2022-01-01,4.93,0.011974225881510649,5.36,5.63,5.78,4.93,12.045454545454536,2022
2022,0,18,Alaska:Northwest Arctic,0,1078.0,67592.0,1.59,-2.89,-4.74,107.0,9.93,-0.44,4.18,2022-01-01,9.93,0.015948632974316486,5.36,5.63,5.78,9.93,101.41987829614605,2022
2022,0,19,Alaska:Petersburg,0,426.0,11825.0,3.6,-2.89,-2.65,67.0,15.73,-0.44,3.91,2022-01-01,15.73,0.03602536997885835,5.36,5.63,5.78,15.73,58.4088620342397,2022
2022,0,20,Alaska:Prince of Wales-Hyder,0,1373.0,47491.0,2.89,-2.89,-3.14,73.0,5.32,-0.44,-2.29,2022-01-01,5.32,0.02891074098250195,5.36,5.63,5.78,5.32,-66.17927527018436,2022
2022,0,21,Alaska:Sitka,0,334.0,31077.0,1.07,-2.89,-1.73,19.0,5.69,-0.44,2.01,2022-01-01,5.69,0.010747498149757055,5.36,5.63,5.78,5.69,6.954887218045114,2022
2022,0,22,Alaska:Skagway,0,38.0,7410.0,0.51,-2.89,-2.13,0.0,0.0,-0.44,0.0,2022-01-01,0.0,0.005128205128205128,5.36,5.63,5.78,0.0,-100.0,2022
2022,0,23,Alaska:Southeast Fairbanks,0,534.0,32226.0,1.66,-2.89,-4.63,41.0,7.68,-0.44,-4.74,2022-01-01,7.68,0.016570471048221933,5.36,5.63,5.78,7.68,inf,2022
2022,0,24,Alaska:Wrangell,0,150.0,9165.0,1.64,-2.89,-1.09,67.0,44.67,-0.44,24.04,2022-01-01,44.67,0.016366612111292964,5.36,5.63,5.78,44.67,481.640625,2022
2022,0,25,Alaska:Yakutat,0,27.0,1476.0,1.83,-2.89,0.15,0.0,0.0,-0.44,0.0,2022-01-01,0.0,0.018292682926829267,5.36,5.63,5.78,0.0,-100.0,2022
2022,0,26,Alaska:Yukon-Koyukuk,0,456.0,39906.0,1.14,-2.89,-1.87,13.0,2.85,-0.44,0.0,2022-01-01,2.85,0.011426853104796271,5.36,5.63,5.78,2.85,inf,2022
2022,0,39,Arizona:Apache,0,6642.0,596744.0,1.11,-8.34,-2.15,225.0,3.39,-4.65,-0.77,2022-01-01,3.39,0.011130400975962892,5.36,5.63,5.78,3.39,18.947368421052623,2022
2022,0,41,Arizona:Cochise,0,14258.0,777676.0,1.83,-4.13,-2.11,1088.0,7.63,-3.09,0.55,2022-01-01,7.63,0.018334113435415262,5.36,5.63,5.78,7.63,125.07374631268435,2022
2022,0,43,Arizona:Coconino,0,8974.0,675240.0,1.33,-6.15,-1.96,397.0,4.42,-5.01,0.05,2022-01-01,4.42,0.013290089449677151,5.36,5.63,5.78,4.42,-42.070773263433814,2022
2022,0,45,Arizona:Gila,0,6499.0,355700.0,1.83,-6.19,-2.31,376.0,5.79,-5.38,-2.13,2022-01-01,5.79,0.018271014900196794,5.36,5.63,5.78,5.79,30.995475113122172,2022
2022,0,47,Arizona:Graham,0,4152.0,378476.0,1.1,-6.64,-2.49,283.0,6.82,-5.74,-0.44,2022-01-01,6.82,0.010970312516513597,5.36,5.63,5.78,6.82,17.789291882556135,2022
2022,0,49,Arizona:Greenlee,0,548.0,49135.0,1.12,-4.39,-1.75,36.0,6.57,-2.86,-0.59,2022-01-01,6.57,0.011152945965197924,5.36,5.63,5.78,6.57,-3.665689149560114,2022
2022,0,50,Arizona:La Paz,0,1656.0,125707.0,1.32,-7.1,-2.64,91.0,5.5,-2.12,-0.6,2022-01-01,5.5,0.01317349073639495,5.36,5.63,5.78,5.5,-16.286149162861495,2022
2022,0,51,Arizona:Maricopa,0,296239.0,10764773.0,2.75,-3.24,-0.74,15053.0,5.08,-3.24,-0.13,2022-01-01,5.08,0.02751929836328179,5.36,5.63,5.78,5.08,-7.63636363636363,2022
2022,0,53,Arizona:Mohave,0,28380.0,1206316.0,2.35,-5.8,-2.3,1352.0,4.76,-7.38,-0.23,2022-01-01,4.76,0.02352617390468169,5.36,5.63,5.78,4.76,-6.299212598425208,2022
2022,0,55,Arizona:Navajo,0,14566.0,896445.0,1.62,-7.42,-2.42,898.0,6.17,-3.52,-1.2,2022-01-01,6.17,0.016248626519195265,5.36,5.63,5.78,6.17,29.621848739495803,2022
2022,0,56,Arizona:Pima,0,77065.0,3198212.0,2.41,-2.92,-1.07,7954.0,10.32,-2.32,-0.33,2022-01-01,10.32,0.024096276294379486,5.36,5.63,5.78,10.32,67.26094003241492,2022
2022,0,58,Arizona:Pinal,0,32581.0,1684586.0,1.93,-4.18,-1.59,1999.0,6.14,-1.54,0.5,2022-01-01,6.14,0.019340656992281782,5.36,5.63,5.78,6.14,-40.503875968992254,2022
2022,0,60,Arizona:Santa Cruz,0,3002.0,390865.0,0.77,-2.51,-1.3,201.0,6.7,0.72,0.12,2022-01-01,6.7,0.007680401161526358,5.36,5.63,5.78,6.7,9.12052117263844,2022
2022,0,62,Arizona:Yavapai,0,21906.0,1111225.0,1.97,-4.74,-2.06,1002.0,4.57,-3.17,0.23,2022-01-01,4.57,0.019713379378613692,5.36,5.63,5.78,4.57,-31.791044776119403,2022
2022,0,63,Arizona:Yuma,0,16903.0,1250307.0,1.35,-2.7,-1.42,1477.0,8.74,-0.21,-0.04,2022-01-01,8.74,0.013519079714022237,5.36,5.63,5.78,8.74,91.2472647702407,2022
2022,0,505,Arkansas:Arkansas,0,1235.0,149089.0,0.83,-2.89,-2.65,28.0,2.27,-0.44,0.06,2022-01-01,2.27,0.00828364265639987,5.36,5.63,5.78,2.27,-74.02745995423341,2022
2022,0,506,Arkansas:Ashley,0,1427.0,187077.0,0.76,-2.89,-1.94,36.0,2.52,-0.44,1.13,2022-01-01,2.52,0.007627875153011861,5.36,5.63,5.78,2.52,11.013215859030833,2022
2022,0,507,Arkansas:Baxter,0,3122.0,302982.0,1.03,-2.89,-2.59,279.0,8.94,-0.44,-3.46,2022-01-01,8.94,0.010304242496253902,5.36,5.63,5.78,8.94,254.76190476190476,2022
2022,0,508,Arkansas:Benton,0,7302.0,1053177.0,0.69,-2.89,-2.44,356.0,4.88,-0.44,-0.84,2022-01-01,4.88,0.006933307506715395,5.36,5.63,5.78,4.88,-45.41387024608501,2022
2022,0,509,Arkansas:Boone,0,2129.0,293202.0,0.73,-2.89,-2.34,124.0,5.82,-0.44,2.67,2022-01-01,5.82,0.007261205585227932,5.36,5.63,5.78,5.82,19.262295081967217,2022
2022,0,510,Arkansas:Bradley,0,976.0,123857.0,0.79,-2.89,-2.4,13.0,4.4,-0.44,0.0,2022-01-01,4.4,0.007880055224977192,5.36,5.63,5.78,4.4,-24.398625429553267,2022
2022,0,511,Arkansas:Calhoun,0,332.0,43993.0,0.75,-2.89,-2.33,13.0,4.4,-0.44,0.0,2022-01-01,4.4,0.007546655149682904,5.36,5.63,5.78,4.4,0.0,2022
2022,0,512,Arkansas:Carroll,0,1295.0,262056.0,0.49,-2.89,-2.79,60.0,4.63,-0.44,-1.09,2022-01-01,4.63,0.00494169185212321,5.36,5.63,5.78,4.63,5.227272727272725,2022
2022,0,513,Arkansas:Chicot,0,1356.0,111890.0,1.21,-2.89,-2.45,28.0,2.06,-0.44,0.0,2022-01-01,2.06,0.012119045491107337,5.36,5.63,5.78,2.06,-55.507559395248386,2022
2022,0,514,Arkansas:Clark,0,1802.0,216463.0,0.83,-2.89,-2.6,61.0,3.39,-0.44,-1.93,2022-01-01,3.39,0.008324748340363019,5.36,5.63,5.78,3.39,64.5631067961165,2022
2022,0,515,Arkansas:Clay,0,1540.0,140609.0,1.1,-2.89,-2.31,40.0,2.6,-0.44,-1.52,2022-01-01,2.6,0.010952357245979987,5.36,5.63,5.78,2.6,-23.303834808259584,2022
2022,0,516,Arkansas:Cleburne,0,1917.0,201972.0,0.95,-2.89,-2.24,61.0,3.18,-0.44,-0.86,2022-01-01,3.18,0.009491414651535857,5.36,5.63,5.78,3.18,22.307692307692317,2022
2022,0,517,Arkansas:Cleveland,0,444.0,69466.0,0.64,-2.89,-2.2,13.0,4.4,-0.44,0.0,2022-01-01,4.4,0.006391616042380445,5.36,5.63,5.78,4.4,38.36477987421385,2022
2022,0,518,Arkansas:Columbia,0,1991.0,236080.0,0.84,-2.89,-2.8,39.0,1.96,-0.44,-2.43,2022-01-01,1.96,0.008433581836665538,5.36,5.63,5.78,1.96,-55.45454545454545,2022
2022,0,519,Arkansas:Conway,0,1845.0,213760.0,0.86,-2.89,-2.57,81.0,4.39,-0.44,-0.95,2022-01-01,4.39,0.008631175149700599,5.36,5.63,5.78,4.39,123.97959183673466,2022
2022,0,520,Arkansas:Craighead,0,7940.0,856376.0,0.93,-2.89,-2.0,200.0,2.52,-0.44,0.48,2022-01-01,2.52,0.009271628350163947,5.36,5.63,5.78,2.52,-42.596810933940766,2022
2022,0,521,Arkansas:Crawford,0,4511.0,505860.0,0.89,-2.89,-2.66,149.0,3.3,-0.44,-0.09,2022-01-01,3.3,0.008917487051753449,5.36,5.63,5.78,3.3,30.952380952380953,2022
2022,0,522,Arkansas:Crittenden,0,3816.0,494323.0,0.77,-2.89,-2.2,50.0,1.31,-0.44,0.24,2022-01-01,1.31,0.007719648893537222,5.36,5.63,5.78,1.31,-60.303030303030305,2022
2022,0,523,Arkansas:Cross,0,1645.0,172084.0,0.96,-2.89,-2.42,39.0,2.37,-0.44,-0.76,2022-01-01,2.37,0.009559285000348666,5.36,5.63,5.78,2.37,80.91603053435115,2022
2022,0,524,Arkansas:Dallas,0,704.0,71775.0,0.98,-2.89,-1.73,30.0,4.26,-0.44,1.68,2022-01-01,4.26,0.009808429118773946,5.36,5.63,5.78,4.26,79.74683544303795,2022
2022,0,525,Arkansas:Desha,0,1276.0,111626.0,1.14,-2.89,-1.97,16.0,1.25,-0.44,0.0,2022-01-01,1.25,0.011431028613405479,5.36,5.63,5.78,1.25,-70.65727699530517,2022
2022,0,526,Arkansas:Drew,0,1507.0,149858.0,1.01,-2.89,-2.32,30.0,1.99,-0.44,0.0,2022-01-01,1.99,0.010056186523242002,5.36,5.63,5.78,1.99,59.20000000000001,2022
2022,0,527,Arkansas:Faulkner,0,5717.0,746347.0,0.77,-2.89,-2.11,358.0,6.26,-0.44,0.83,2022-01-01,6.26,0.007659975855734665,5.36,5.63,5.78,6.26,214.57286432160805,2022
2022,0,528,Arkansas:Franklin,0,1158.0,146274.0,0.79,-2.89,-2.8,53.0,4.58,-0.44,0.48,2022-01-01,4.58,0.007916649575454284,5.36,5.63,5.78,4.58,-26.83706070287539,2022
2022,0,529,Arkansas:Fulton,0,853.0,81161.0,1.05,-2.89,-2.74,26.0,3.05,-0.44,0.68,2022-01-01,3.05,0.010509974002291742,5.36,5.63,5.78,3.05,-33.40611353711791,2022
2022,0,530,Arkansas:Garland,0,8346.0,761003.0,1.1,-2.89,-2.46,293.0,3.51,-0.44,0.77,2022-01-01,3.51,0.010967105254512794,5.36,5.63,5.78,3.51,15.081967213114744,2022
2022,0,531,Arkansas:Grant,0,1106.0,113756.0,0.97,-2.89,-2.33,50.0,4.52,-0.44,0.1,2022-01-01,4.52,0.009722564084531805,5.36,5.63,5.78,4.52,28.774928774928775,2022
2022,0,532,Arkansas:Greene,0,4609.0,429594.0,1.07,-2.89,-2.57,116.0,2.52,-0.44,-0.46,2022-01-01,2.52,0.010728734572643008,5.36,5.63,5.78,2.52,-44.24778761061946,2022
2022,0,533,Arkansas:Hempstead,0,1454.0,230405.0,0.63,-2.89,-3.0,24.0,1.65,-0.44,-0.41,2022-01-01,1.65,0.006310626939519542,5.36,5.63,5.78,1.65,-34.523809523809526,2022
2022,0,534,Arkansas:Hot Spring,0,2898.0,284416.0,1.02,-2.89,-2.72,70.0,2.42,-0.44,1.81,2022-01-01,2.42,0.010189300180018002,5.36,5.63,5.78,2.42,46.66666666666668,2022
2022,0,535,Arkansas:Howard,0,1394.0,164666.0,0.85,-2.89,-3.25,28.0,2.01,-0.44,-0.02,2022-01-01,2.01,0.008465621318304932,5.36,5.63,5.78,2.01,-16.94214876033059,2022
2022,0,536,Arkansas:Independence,0,3050.0,308696.0,0.99,-2.89,-2.76,86.0,2.82,-0.44,-0.61,2022-01-01,2.82,0.009880270557441626,5.36,5.63,5.78,2.82,40.29850746268657,2022
2022,0,537,Arkansas:Izard,0,1065.0,111549.0,0.95,-2.89,-1.96,45.0,4.23,-0.44,-0.61,2022-01-01,4.23,0.009547373799854772,5.36,5.63,5.78,4.23,50.00000000000002,2022
2022,0,538,Arkansas:Jackson,0,1708.0,157366.0,1.09,-2.89,-2.4,31.0,1.82,-0.44,0.0,2022-01-01,1.82,0.010853678685357701,5.36,5.63,5.78,1.82,-56.973995271867615,2022
2022,0,539,Arkansas:Jefferson,0,4612.0,588388.0,0.78,-2.89,-2.61,96.0,2.08,-0.44,0.17,2022-01-01,2.08,0.00783836516040436,5.36,5.63,5.78,2.08,14.28571428571428,2022
2022,0,540,Arkansas:Johnson,0,2094.0,243256.0,0.86,-2.89,-2.41,86.0,4.11,-0.44,-0.71,2022-01-01,4.11,0.008608215213602131,5.36,5.63,5.78,4.11,97.59615384615385,2022
2022,0,541,Arkansas:Lafayette,0,773.0,76058.0,1.02,-2.89,-2.72,14.0,1.81,-0.44,-0.45,2022-01-01,1.81,0.010163296431670568,5.36,5.63,5.78,1.81,-55.961070559610704,2022
2022,0,542,Arkansas:Lawrence,0,1855.0,186739.0,0.99,-2.89,-2.39,41.0,2.21,-0.44,0.85,2022-01-01,2.21,0.00993365071034974,5.36,5.63,5.78,2.21,22.099447513812144,2022
2022,0,543,Arkansas:Lee,0,721.0,97543.0,0.74,-2.89,-2.21,11.0,1.53,-0.44,0.0,2022-01-01,1.53,0.007391611904493403,5.36,5.63,5.78,1.53,-30.76923076923077,2022
2022,0,544,Arkansas:Lincoln,0,690.0,71671.0,0.96,-2.89,-2.04,41.0,5.94,-0.44,-1.02,2022-01-01,5.94,0.009627324859427104,5.36,5.63,5.78,5.94,288.2352941176471,2022
2022,0,545,Arkansas:Little River,0,1043.0,139415.0,0.75,-2.89,-3.55,16.0,1.53,-0.44,-0.45,2022-01-01,1.53,0.0074812609833949,5.36,5.63,5.78,1.53,-74.24242424242425,2022
2022,0,546,Arkansas:Logan,0,1563.0,219308.0,0.71,-2.89,-2.27,33.0,2.11,-0.44,-0.29,2022-01-01,2.11,0.007126962992686085,5.36,5.63,5.78,2.11,37.908496732026144,2022
2022,0,547,Arkansas:Lonoke,0,3533.0,452018.0,0.78,-2.89,-1.99,227.0,6.43,-0.44,2.08,2022-01-01,6.43,0.00781606042237256,5.36,5.63,5.78,6.43,204.73933649289097,2022
2022,0,548,Arkansas:Madison,0,1105.0,145545.0,0.76,-2.89,-3.21,91.0,8.24,-0.44,1.68,2022-01-01,8.24,0.007592153629461679,5.36,5.63,5.78,8.24,28.149300155520997,2022
2022,0,549,Arkansas:Marion,0,1352.0,137217.0,0.99,-2.89,-2.88,52.0,3.85,-0.44,-1.68,2022-01-01,3.85,0.009853006551666339,5.36,5.63,5.78,3.85,-53.27669902912622,2022
2022,0,550,Arkansas:Miller,0,3676.0,442299.0,0.83,-2.89,-2.57,65.0,1.77,-0.44,0.02,2022-01-01,1.77,0.008311119853311899,5.36,5.63,5.78,1.77,-54.02597402597402,2022
2022,0,551,Arkansas:Mississippi,0,5486.0,477213.0,1.15,-2.89,-2.92,122.0,2.22,-0.44,0.57,2022-01-01,2.22,0.0114959148221025,5.36,5.63,5.78,2.22,25.423728813559322,2022
2022,0,552,Arkansas:Monroe,0,455.0,74139.0,0.61,-2.89,-2.14,21.0,4.62,-0.44,1.02,2022-01-01,4.62,0.006137120813606874,5.36,5.63,5.78,4.62,108.10810810810811,2022
2022,0,553,Arkansas:Montgomery,0,727.0,56373.0,1.29,-2.89,-3.6,17.0,2.34,-0.44,0.58,2022-01-01,2.34,0.012896244656129707,5.36,5.63,5.78,2.34,-49.350649350649356,2022
2022,0,554,Arkansas:Nevada,0,650.0,97092.0,0.67,-2.89,-2.15,13.0,4.4,-0.44,0.0,2022-01-01,4.4,0.0066946813331685414,5.36,5.63,5.78,4.4,88.03418803418805,2022
2022,0,555,Arkansas:Newton,0,439.0,56784.0,0.77,-2.89,-2.57,39.0,8.88,-0.44,1.61,2022-01-01,8.88,0.0077310510002817695,5.36,5.63,5.78,8.88,101.81818181818181,2022
2022,0,556,Arkansas:Ouachita,0,2666.0,220679.0,1.21,-2.89,-3.8,76.0,2.85,-0.44,-0.5,2022-01-01,2.85,0.012080895780749414,5.36,5.63,5.78,2.85,-67.9054054054054,2022
2022,0,557,Arkansas:Perry,0,657.0,94648.0,0.69,-2.89,-2.61,25.0,3.81,-0.44,1.79,2022-01-01,3.81,0.00694150959344096,5.36,5.63,5.78,3.81,33.68421052631578,2022
2022,0,558,Arkansas:Phillips,0,2720.0,268350.0,1.01,-2.89,-2.02,32.0,1.18,-0.44,0.0,2022-01-01,1.18,0.010136016396497112,5.36,5.63,5.78,1.18,-69.02887139107612,2022
2022,0,559,Arkansas:Pike,0,1109.0,131085.0,0.85,-2.89,-2.35,44.0,3.97,-0.44,0.0,2022-01-01,3.97,0.00846015943853225,5.36,5.63,5.78,3.97,236.44067796610173,2022
2022,0,560,Arkansas:Poinsett,0,3883.0,285771.0,1.36,-2.89,-2.82,29.0,0.75,-0.44,-0.62,2022-01-01,0.75,0.013587802821140004,5.36,5.63,5.78,0.75,-81.10831234256926,2022
2022,0,561,Arkansas:Polk,0,1642.0,174884.0,0.94,-2.89,-2.62,24.0,1.46,-0.44,-0.55,2022-01-01,1.46,0.009389080762105166,5.36,5.63,5.78,1.46,94.66666666666666,2022
2022,0,562,Arkansas:Pope,0,4212.0,556579.0,0.76,-2.89,-2.5,153.0,3.63,-0.44,-1.35,2022-01-01,3.63,0.007567658858850226,5.36,5.63,5.78,3.63,148.63013698630135,2022
2022,0,563,Arkansas:Prairie,0,416.0,46509.0,0.89,-2.89,-2.18,13.0,4.4,-0.44,0.0,2022-01-01,4.4,0.008944505364553098,5.36,5.63,5.78,4.4,21.212121212121215,2022
2022,0,564,Arkansas:Pulaski,0,20055.0,1528756.0,1.31,-2.89,-2.26,515.0,2.57,-0.44,0.18,2022-01-01,2.57,0.013118509428581147,5.36,5.63,5.78,2.57,-41.5909090909091,2022
2022,0,565,Arkansas:Randolph,0,1487.0,208483.0,0.71,-2.89,-2.23,35.0,2.35,-0.44,0.45,2022-01-01,2.35,0.007132476029220608,5.36,5.63,5.78,2.35,-8.560311284046684,2022
2022,0,566,Arkansas:St. Francis,0,2576.0,262398.0,0.98,-2.89,-2.98,60.0,2.33,-0.44,-0.02,2022-01-01,2.33,0.009817147996554853,5.36,5.63,5.78,2.33,-0.8510638297872353,2022
2022,0,567,Arkansas:Saline,0,4685.0,618412.0,0.76,-2.89,-2.05,189.0,4.03,-0.44,-0.91,2022-01-01,4.03,0.0075758555784816595,5.36,5.63,5.78,4.03,72.96137339055795,2022
2022,0,568,Arkansas:Scott,0,838.0,134970.0,0.62,-2.89,-3.2,26.0,3.1,-0.44,-0.03,2022-01-01,3.1,0.006208787137882492,5.36,5.63,5.78,3.1,-23.076923076923084,2022
2022,0,569,Arkansas:Searcy,0,686.0,87130.0,0.79,-2.89,-3.05,37.0,5.39,-0.44,1.53,2022-01-01,5.39,0.0078732927809021,5.36,5.63,5.78,5.39,73.87096774193547,2022
2022,0,570,Arkansas:Sebastian,0,8233.0,861268.0,0.96,-2.89,-2.32,357.0,4.34,-0.44,1.17,2022-01-01,4.34,0.009559161608233441,5.36,5.63,5.78,4.34,-19.480519480519476,2022
2022,0,571,Arkansas:Sevier,0,936.0,211397.0,0.44,-2.89,-1.98,33.0,3.53,-0.44,1.87,2022-01-01,3.53,0.004427688188574105,5.36,5.63,5.78,3.53,-18.663594470046085,2022
2022,0,572,Arkansas:Sharp,0,2107.0,183797.0,1.15,-2.89,-2.61,72.0,3.42,-0.44,2.05,2022-01-01,3.42,0.011463734446155269,5.36,5.63,5.78,3.42,-3.116147308781869,2022
2022,0,573,Arkansas:Stone,0,1197.0,121043.0,0.99,-2.89,-2.37,53.0,4.43,-0.44,0.39,2022-01-01,4.43,0.009889047693794768,5.36,5.63,5.78,4.43,29.532163742690052,2022
2022,0,574,Arkansas:Union,0,3237.0,400626.0,0.81,-2.89,-2.82,59.0,1.82,-0.44,0.13,2022-01-01,1.82,0.008079855026882929,5.36,5.63,5.78,1.82,-58.91647855530473,2022
2022,0,575,Arkansas:Van Buren,0,1112.0,150008.0,0.74,-2.89,-1.79,44.0,3.96,-0.44,2.17,2022-01-01,3.96,0.007412937976641246,5.36,5.63,5.78,3.96,117.58241758241756,2022
2022,0,576,Arkansas:Washington,0,8589.0,1131596.0,0.76,-2.89,-2.78,469.0,5.46,-0.44,-0.99,2022-01-01,5.46,0.007590164687750752,5.36,5.63,5.78,5.46,37.87878787878789,2022
2022,0,577,Arkansas:White,0,6078.0,634927.0,0.96,-2.89,-2.35,248.0,4.08,-0.44,0.06,2022-01-01,4.08,0.009572754033140818,5.36,5.63,5.78,4.08,-25.274725274725274,2022
2022,0,578,Arkansas:Woodruff,0,722.0,73120.0,0.99,-2.89,-2.24,13.0,1.8,-0.44,0.0,2022-01-01,1.8,0.00987417943107221,5.36,5.63,5.78,1.8,-55.88235294117647,2022
2022,0,579,Arkansas:Yell,0,1476.0,221827.0,0.67,-2.89,-2.77,72.0,4.88,-0.44,3.68,2022-01-01,4.88,0.0066538338434906485,5.36,5.63,5.78,4.88,171.1111111111111,2022
2022,0,948,Connecticut:Capitol,0,65606.0,3659383.0,1.79,-2.89,-0.38,4562.0,6.95,-0.44,0.0,2022-01-01,6.95,0.017928158927338296,5.36,5.63,5.78,6.95,42.41803278688525,2022
2022,0,949,Connecticut:Greater Bridgeport,0,25250.0,1824047.0,1.38,-2.89,-0.38,2307.0,9.14,-0.44,0.0,2022-01-01,9.14,0.013842845058268783,5.36,5.63,5.78,9.14,31.51079136690649,2022
2022,0,950,Connecticut:Lower Connecticut River Valley,0,10104.0,814613.0,1.24,-2.89,-0.38,1062.0,10.51,-0.44,0.0,2022-01-01,10.51,0.012403435741879886,5.36,5.63,5.78,10.51,14.989059080962797,2022
2022,0,951,Connecticut:Naugatuck Valley,0,41973.0,2437489.0,1.72,-2.89,-0.38,3577.0,8.52,-0.44,0.0,2022-01-01,8.52,0.01721977001742367,5.36,5.63,5.78,8.52,-18.934348239771648,2022
2022,0,952,Connecticut:Northeastern Connecticut,0,7334.0,673188.0,1.09,-2.89,-0.38,826.0,11.26,-0.44,0.0,2022-01-01,11.26,0.010894430679097072,5.36,5.63,5.78,11.26,32.15962441314555,2022
2022,0,953,Connecticut:Northwest Hills,0,8360.0,666430.0,1.25,-2.89,-0.38,740.0,8.85,-0.44,0.0,2022-01-01,8.85,0.012544453280914724,5.36,5.63,5.78,8.85,-21.40319715808171,2022
2022,0,954,Connecticut:South Central Connecticut,0,47737.0,2665056.0,1.79,-2.89,-0.38,5049.0,10.58,-0.44,0.0,2022-01-01,10.58,0.017912193965154952,5.36,5.63,5.78,10.58,19.548022598870052,2022
